bhk,type,locality,area,price,price_unit,region,status,age
1,Apartment,Rameshwar Sanghvi One,636,95,L,Ghatkopar West,Under Construction,New
2,Apartment,Wadhwa Promenade The Address,1055,1.75,Cr,Ghatkopar West,Ready to move,Resale
1,Studio Apartment,Sagar Sagar Park,450,73,L,Ghatkopar West,Ready to move,Resale
1,Apartment,Swaraj Homes Sri Narayan CHS,765,85,L,Ghatkopar West,Ready to move,Resale
1,Apartment,Rameshwar Sanghvi One,668,1.1,Cr,Ghatkopar West,Under Construction,New
1,Apartment,Dharti Dharti Sagar,670,38,L,Ulwe,Ready to move,Resale
3,Apartment,Swaraj Homes Apollo Apartment,1149,36,L,Khar,Ready to move,New
1,Apartment,Sagar Sagar Park,644,1.1,Cr,Ghatkopar West,Ready to move,Resale
1,Apartment,Agarwal Paramount,620,39.35,L,Virar,Ready to move,New
1,Apartment,JP North,580,53,L,Mira Road East,Ready to move,Resale
2,Apartment,JP North,965,82,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,650,68,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,450,55,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,560,56,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,650,52,L,Mira Road East,Ready to move,Resale
2,Apartment,Man Aaradhya Parkwood 1,780,1.15,Cr,Mira Road East,Under Construction,New
2,Apartment,Reputed Builder Mangeshi Dham,800,42,L,Kalyan West,Ready to move,Resale
1,Apartment,Mangeshi Sahara,550,37,L,Kalyan West,Ready to move,Resale
2,Apartment,Reputed Builder Lord Shiva's Paradise,1050,73,L,Kalyan West,Ready to move,Resale
2,Apartment,JP North,980,80,L,Mira Road East,Ready to move,Resale
1,Apartment,Akruti Garden,660,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Man Opus,630,59,L,Mira Road East,Ready to move,Resale
1,Apartment,Reputed Builder New Poonam Green,660,48.5,L,Mira Road East,Ready to move,Resale
1,Apartment,Ritu Paradise,650,55,L,Mira Road East,Ready to move,Resale
1,Apartment,Ritu Paradise,550,45,L,Mira Road East,Ready to move,Resale
1,Apartment,DV Shree Shashwat,685,65,L,Mira Road East,Ready to move,Resale
2,Apartment,DV Shree Shashwat,1020,80,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS,768,70,L,Mira Road East,Ready to move,Resale
2,Apartment,JK IRIS,1020,1.05,Cr,Mira Road East,Under Construction,New
1,Apartment,JP North Celeste,700,78,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Elara,638,70,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,580,65,L,Mira Road East,Ready to move,Resale
1,Apartment,Jangid Jangid Enclave,658,58,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Barcelona Wing D,560,50,L,Mira Road East,Under Construction,New
1,Apartment,DV Shree Shashwat,650,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Delta Vrindavan,630,75,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS Tower 1 And 2,680,68,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,525,52,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Elara,620,72,L,Mira Road East,Ready to move,Resale
2,Apartment,Delta Vrindavan,1020,1.01,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Arkade Art Phase 1,685,60,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS Tower 1 And 2,768,70.1,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS Tower 1 And 2,768,72,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS,768,73,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Elara,700,72,L,Mira Road East,Ready to move,Resale
1,Apartment,JP JP North Phase 5 Euphoria,650,65,L,Mira Road East,Ready to move,Resale
2,Apartment,JP North,985,90,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Elara,685,70,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Elara,685,70,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,685,65,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,685,50,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,658,50,L,Mira Road East,Ready to move,Resale
1,Apartment,Narmada Gagan CHS,495,54,L,Mira Road East,Ready to move,Resale
1,Apartment,P Kawali Developers Kawali Shree Vinayak,590,36,L,Vasai West,Ready to move,Resale
2,Apartment,Agrawal Group Kauls Heritage City,990,72,L,Vasai,Ready to move,Resale
2,Apartment,Agrawal Group Kauls Heritage City,980,70,L,Vasai,Ready to move,Resale
1,Apartment,Reputed Builder Madhuvan Heights,650,30,L,Vasai east,Ready to move,Resale
3,Apartment,Kaul Enterprises Heritage City,1250,1.2,Cr,Vasai,Ready to move,Resale
3,Apartment,Neelam Solstice Phase I,1255,2.2,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Natu Ozone Valley,1060,1.29,Cr,Thane West,Ready to move,Resale
2,Apartment,Lucent Fressia Ranibello,1000,1.7,Cr,Malad East,Ready to move,Resale
3,Apartment,Neelam Solstice Phase I,1255,2.19,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.2,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.19,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.18,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.19,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.18,Cr,Ghatkopar East,Ready to move,New
3,Apartment,Neelam Solstice Phase I,1255,2.19,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1255,2.18,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.1,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.11,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.12,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.11,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.1,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1150,2.1,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1050,2.1,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1150,2.08,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1055,2.11,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1155,2.1,Cr,Ghatkopar East,Ready to move,New
2,Apartment,Neelam Solstice Phase I,1150,2.09,Cr,Ghatkopar East,Ready to move,New
1,Apartment,Reputed Builder Usha Sadan Apartment,600,1.85,Cr,Colaba,Ready to move,Resale
2,Apartment,Amal Aspen Park,850,1.6,Cr,Goregaon East,Ready to move,Resale
1,Apartment,Devkrupa Dev Sakha,725,46,L,Dronagiri,Ready to move,New
1,Apartment,Prajapati Vihar,720,40,L,Dronagiri,Ready to move,New
2,Apartment,Shiv Shakti Builders Tower 28,850,1.63,Cr,Malad East,Under Construction,New
2,Apartment,Reputed Builder Adani Western Heights,1350,3.5,Cr,Andheri West,Ready to move,Resale
2,Apartment,Reputed Builder Krishna Residency,850,1.75,Cr,Malad West,Ready to move,Resale
1,Apartment,Reputed Builder Usha Sadan Apartment,400,1.6,Cr,Colaba,Ready to move,Resale
1,Apartment,Laxmi Shrushti Wing B,690,1,Cr,Goregaon West,Under Construction,New
1,Studio Apartment,Omkar Residency,340,18.7,L,Panvel,Under Construction,New
1,Apartment,Omkar Residency,565,31,L,Panvel,Ready to move,New
1,Studio Apartment,Ajmera Cosmic Heights,545,95,L,Wadala,Ready to move,Resale
1,Studio Apartment,Omkar Residency,340,18,L,Panvel,Ready to move,New
1,Studio Apartment, Radhe Krishna Heights,380,15.8,L,Karjat,Ready to move,New
1,Apartment,Ornate Kallisto Phase II,436,42.03,L,Bhiwandi,Under Construction,New
2,Apartment,Ornate Kallisto Phase II,511,49.32,L,Bhiwandi,Under Construction,New
1,Apartment,Ornate Kallisto Phase II,435,42.03,L,Bhiwandi,Under Construction,New
2,Apartment,Ornate Kallisto Phase II,631,63.78,L,Bhiwandi,Under Construction,New
2,Apartment,Ornate Kallisto Phase II,529,52.75,L,Bhiwandi,Under Construction,New
2,Apartment,Ornate Kallisto Phase II,602,57.12,L,Bhiwandi,Under Construction,New
1,Apartment,Ornate Kallisto Phase II,430,41.5,L,Bhiwandi,Under Construction,New
1,Apartment,Ornate Kallisto Phase II,431,41.5,L,Bhiwandi,Under Construction,New
2,Apartment,Sethia Pride Wing A,650,1.14,Cr,Kandivali East,Under Construction,New
1,Apartment,Ashford Regal Phase I Wing A Project,400,99,L,Bhandup West,Under Construction,New
2,Apartment,Ashford Regal Phase I Wing A Project,600,1.48,Cr,Bhandup West,Under Construction,New
1,Apartment,Ashford Regal Phase I Wing A Project,400,99,L,Bhandup West,Under Construction,New
2,Apartment,Ashford Regal Phase I Wing A Project,600,1.48,Cr,Bhandup West,Under Construction,New
2,Apartment,Sheth Aadhayay,673,2.19,Cr,Andheri West,Under Construction,New
2,Apartment,Sheth Aadhayay,673,2.19,Cr,Andheri West,Under Construction,New
3,Apartment,Sheth Aadhayay,1060,3.2,Cr,Andheri West,Under Construction,New
3,Apartment,Sheth Aadhayay,1060,3.2,Cr,Andheri West,Under Construction,New
1,Apartment,Sheth Aadhayay,415,1.19,Cr,Andheri West,Under Construction,New
1,Apartment,Sheth Aadhayay,415,1.19,Cr,Andheri West,Under Construction,New
3,Apartment,Bajaj Emerald,901,2.89,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,901,2.89,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,1011,3.19,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,1011,3.19,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,910,2.9,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,910,2.9,Cr,Andheri East,Under Construction,New
2,Apartment,Bajaj Emerald,776,2.21,Cr,Andheri East,Under Construction,New
2,Apartment,Bajaj Emerald,776,2.21,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,899,2.85,Cr,Andheri East,Under Construction,New
3,Apartment,Bajaj Emerald,899,2.85,Cr,Andheri East,Under Construction,New
2,Apartment,Vihang Vermont,850,90,L,Thane West,Ready to move,Resale
1,Apartment,Siddharth Riverwood Park,602,35.5,L,Dombivali,Under Construction,New
1,Apartment,KT Sai View,700,68,L,Panvel,Ready to move,Resale
2,Apartment,Piramal Vaikunth Cluster 3 T1,820,1.2,Cr,Thane West,Under Construction,New
1,Apartment,Prayag Galaxy,677,35,L,Panvel,Ready to move,Resale
1,Apartment,Dynamic Crest Phase I Rimo Everest,637,40,L,Dombivali,Ready to move,New
2,Apartment,Sanghvi Sanghvi Empire,650,62,L,Mira Road East,Ready to move,Resale
2,Apartment,Jaydeep Prathmesh Heights,775,1.5,Cr,Bhandup West,Ready to move,Resale
2,Apartment,Varun Garden,1000,1.22,Cr,Thane West,Ready to move,Resale
2,Apartment,Raunak Unnathi Gardens,1050,1.25,Cr,Thane West,Ready to move,Resale
1,Apartment,Ritu Paradise,660,47,L,Mira Road East,Ready to move,Resale
1,Apartment,Ritu Paradise,650,48,L,Mira Road East,Ready to move,Resale
2,Apartment,JK IRIS,984,75,L,Mira Road East,Ready to move,Resale
1,Apartment,Reputed Builder Sanghvi Nagar Aangvi,650,44,L,Mira Road East,Ready to move,Resale
1,Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2,550,42.9,L,Mira Road East,Under Construction,Resale
2,Apartment,JK IRIS,984,75.11,L,Mira Road East,Ready to move,Resale
2,Apartment,JP North,850,90,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North,580,52,L,Mira Road East,Ready to move,Resale
1,Apartment,Lodha Casa Ultima,680,80,L,Thane West,Ready to move,Resale
4,Apartment,Ashar Residency,1950,3,Cr,Thane West,Ready to move,Resale
4,Apartment,Ashar Residency,1950,2.9,Cr,Thane West,Ready to move,Resale
2,Apartment,Kalpataru Hills,810,1.05,Cr,Thane West,Ready to move,Resale
2,Apartment,Kalpataru Paramount D,990,1.32,Cr,Thane West,Under Construction,New
1,Apartment,Tharwani Ariana,700,25,L,Ambernath West,Ready to move,Resale
1,Apartment,Gurukrupa Jayantam,640,90,L,Ghatkopar East,Under Construction,New
1,Apartment,Reputed Builder Gurudarshan Apartment,644,1.05,Cr,Ghatkopar West,Ready to move,Resale
2,Apartment,Asmita Orchid,950,95,L,Mira Road East,Ready to move,Resale
4,Apartment,Ajmera I Land,2600,7.9,Cr,Wadala,Ready to move,Resale
2,Apartment,Madhav Palacia,800,90,L,Thane West,Ready to move,Resale
3,Apartment,Reputed Builder lodha iris,1560,2.1,Cr,Thane West,Ready to move,Resale
1,Apartment,Suncity Builder Complex,620,88,L,Powai,Ready to move,Resale
2,Apartment,Dosti West County Phase 2 Dosti Cedar,1115,1.3,Cr,Thane West,Ready to move,Resale
2,Apartment,Dosti West County Phase 2 Dosti Cedar,1100,1.25,Cr,Thane West,Ready to move,Resale
2,Apartment,Charisma Samara,1020,1.84,Cr,Chembur,Under Construction,New
2,Apartment,Dosti West County Oak,1050,1.15,Cr,Thane West,Ready to move,Resale
2,Apartment,Dosti West County Oak,1050,1.1,Cr,Thane West,Ready to move,Resale
2,Apartment,Dosti West County Phase 2 Dosti Cedar,1150,1.35,Cr,Thane West,Ready to move,Resale
2,Apartment,Madhav Palacia,980,85,L,Thane West,Ready to move,Resale
3,Apartment,Lodha Luxuria,1450,1.9,Cr,Thane West,Ready to move,Resale
3,Apartment,Runwal Garden City Dahlia,1250,1.75,Cr,Thane West,Ready to move,Resale
1,Apartment,Ashford Royale,610,89,L,Mulund West,Under Construction,New
2,Apartment,Sambhav The Primordial House,966,5,Cr,Tardeo,Under Construction,Resale
3,Apartment,Sambhav The Primordial House,1679,10,Cr,Tardeo,Ready to move,Resale
1,Apartment,Reputed Builder Sanghvi Nagar Aangvi,470,46,L,Mira Road East,Ready to move,Resale
2,Apartment,Neelkanth Mansoravar,1050,1.7,Cr,Thane West,Ready to move,Resale
2,Apartment,Sanket Solitaire Aawas,721,1.62,Cr,Chembur,Under Construction,New
2,Apartment,Sanket Solitaire Aawas,721,1.62,Cr,Chembur,Under Construction,New
2,Apartment,Sanket Solitaire Aawas,645,1.45,Cr,Chembur,Under Construction,New
2,Apartment,Sanket Solitaire Aawas,645,1.45,Cr,Chembur,Under Construction,New
2,Apartment,Sanket Solitaire Aawas,668,1.5,Cr,Chembur,Under Construction,New
2,Apartment,Sanket Solitaire Aawas,668,1.5,Cr,Chembur,Under Construction,New
2,Apartment,Rustomjee Urbania Azziano Wing K,800,1.05,Cr,Thane West,Ready to move,New
3,Apartment,Wadhwa Courtyard Onyx,1300,2.5,Cr,Thane West,Ready to move,New
2,Apartment,NARANG REALTY And WADHWA GROUP Courtyard,1000,1.65,Cr,Thane West,Under Construction,New
3,Apartment,Balaji Delta Central,689,2.3,Cr,Kharghar,Ready to move,New
3,Apartment,Balaji Delta Central,689,2.3,Cr,Kharghar,Ready to move,New
3,Apartment,Balaji Delta Central,689,2.3,Cr,Kharghar,Ready to move,New
3,Apartment,Balaji Delta Central,689,2.3,Cr,Kharghar,Ready to move,New
3,Apartment,Balaji Delta Central,836,2.94,Cr,Kharghar,Ready to move,New
3,Apartment,Balaji Delta Central,836,2.94,Cr,Kharghar,Ready to move,New
2,Apartment,Balaji Delta Central,546,1.8,Cr,Kharghar,Ready to move,New
2,Apartment,Balaji Delta Central,546,1.8,Cr,Kharghar,Ready to move,New
2,Apartment,Bhagwati Bhagwati Greens 2,484,1.6,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,690,1.8,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,763,2.3,Cr,Kharghar,Ready to move,New
2,Apartment,Bhagwati Bhagwati Greens 2,484,1.6,Cr,Kharghar,Ready to move,New
2,Apartment,Bhagwati Bhagwati Greens 2,484,1.6,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,690,1.8,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,690,1.8,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,763,2.3,Cr,Kharghar,Ready to move,New
3,Apartment,Bhagwati Bhagwati Greens 2,763,2.3,Cr,Kharghar,Ready to move,New
2,Apartment,Vihang Hills,800,78,L,Thane West,Ready to move,Resale
2,Apartment,Godrej Tranquil,1032,1.85,Cr,Kandivali East,Ready to move,New
2,Apartment,Godrej Tranquil,1004,1.81,Cr,Kandivali East,Ready to move,New
2,Apartment,Godrej Tranquil,994,1.78,Cr,Kandivali East,Ready to move,New
2,Apartment,Godrej Tranquil,953,1.72,Cr,Kandivali East,Ready to move,New
1,Apartment,Godrej Tranquil,594,1.13,Cr,Kandivali East,Ready to move,New
2,Apartment,Lotus Lotus Sky Garden,1490,1.9,Cr,Kandivali West,Under Construction,New
2,Apartment,Paradise Sai World Empire,1275,1.7,Cr,Kharghar,Under Construction,New
2,Apartment,Paradise Sai World Empire,1275,1.7,Cr,Kharghar,Under Construction,New
2,Apartment,Paradise Sai World Empire,1275,1.7,Cr,Kharghar,Under Construction,New
2,Apartment,Paradise Sai World Empire,1275,1.7,Cr,Kharghar,Under Construction,New
2,Apartment,Paradise Sai World Empire,1415,1.76,Cr,Kharghar,Under Construction,New
2,Apartment,Paradise Sai World Empire,1415,1.76,Cr,Kharghar,Under Construction,New
3,Apartment,Paradise Sai World Empire,1855,1.75,Cr,Kharghar,Under Construction,New
3,Apartment,Paradise Sai World Empire,1855,1.75,Cr,Kharghar,Under Construction,New
4,Apartment,Paradise Sai World City Panvel,1593,3.23,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,638,1.16,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,643,1.2,Cr,Panvel,Ready to move,New
4,Apartment,Paradise Sai World City Panvel,1593,3.23,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,643,1.2,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1115,2.2,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1115,2.2,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1153,2.25,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1153,2.25,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1785,2.5,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1785,2.5,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,993,2.1,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,993,2.1,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,661,1.3,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,661,1.3,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1013,2.15,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1013,2.15,Cr,Panvel,Ready to move,New
4,Apartment,Paradise Sai World City Panvel,1605,3.23,Cr,Panvel,Ready to move,New
4,Apartment,Paradise Sai World City Panvel,1605,3.23,Cr,Panvel,Ready to move,New
3,Apartment,DB Woods,1850,4.25,Cr,Goregaon East,Ready to move,Resale
3,Apartment,Paradise Sai World City Panvel,1153,2.25,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1153,2.25,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1785,2.5,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1785,2.5,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,993,2.1,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,993,2.1,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,661,1.3,Cr,Panvel,Ready to move,New
2,Apartment,Paradise Sai World City Panvel,661,1.3,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1013,2.15,Cr,Panvel,Ready to move,New
3,Apartment,Paradise Sai World City Panvel,1013,2.15,Cr,Panvel,Ready to move,New
4,Apartment,Paradise Sai World City Panvel,1605,3.23,Cr,Panvel,Ready to move,New
4,Apartment,Paradise Sai World City Panvel,1605,3.23,Cr,Panvel,Ready to move,New
3,Apartment,DB Woods,1850,4.25,Cr,Goregaon East,Ready to move,Resale
4,Apartment,Omkar Alta Monte,2250,3.28,Cr,Malad East,Under Construction,New
3,Apartment,Wadhwa Nest Wing A,1950,4.6,Cr,Andheri West,Ready to move,Resale
2,Apartment,Puraniks Rumah Bali Phase 4,505,83.35,L,Thane West,Under Construction,New
